"Chapter","Type","Number","Springer ID","Source file","Caption","Alt Text"
"Chapter 12: Spectral Methods in Polar Coordinates","Figure","Fig. 12.6","fig12_6","figures/ch12/python/poisson_disk_surface.pdf","Three-dimensional surface plot of the Poisson solution on the unit disk with the off-centre Gaussian load @eq-gaussian-source. The membrane deflects most strongly near the load position $(0.4, 0.2)$, with the deflection smoothly decaying to zero at the clamped boundary $r = 1$.","A three-dimensional surface plot of the Poisson solution, the deflection of a clamped circular membrane under an off-centre Gaussian load. The surface rises to a single rounded peak located over the load position at x equals zero point four, y equals zero point two, then falls away smoothly in all directions to zero at the circular clamped rim, showing the asymmetric response to the off-centre forcing."
"Chapter 12: Spectral Methods in Polar Coordinates","Figure","Fig. 12.7","fig12_7","figures/ch12/python/poisson_disk_contour.pdf","Filled contour plot of the Poisson solution. The red star marks the centre of the Gaussian load. The equipotential lines (level curves) are distorted toward the load location, reflecting the broken radial symmetry.","A filled contour plot of the Poisson solution over the unit disk, with color indicating deflection magnitude. A red star marks the centre of the Gaussian load, and the level curves form roughly concentric loops crowded and shifted toward the load location rather than centred on the origin, visibly distorted away from circular symmetry by the off-centre source."
"Chapter 12: Spectral Methods in Polar Coordinates","Figure","Fig. 12.8","fig12_8","figures/ch12/python/radial_symmetry_test.pdf","Radial profiles $u(r, theta_k)$ at eight equally spaced angles $theta_k$, with $r = 1$ (clamped boundary) on the left and $r arrow 0$ (origin) on the right. All profiles vanish at $r = 1$ by the homogeneous Dirichlet condition. _Left_: for the centred source ($x_0 = y_0 = 0$), all eight profiles are indistinguishable to machine precision, collapsing onto a single monotone curve that peaks near the origin. This exact collapse — not merely visual agreement — confirms that the spectral discretisation introduces no artificial anisotropy. _Right_: for the off-centre source at $(0.4, 0.2)$, the profiles fan out. The source lies at radial distance $r_s = sqrt(0.4^2 + 0.2^2) approx 0.45$ from the origin and at angle $theta_s = arctan(0.2 / 0.4) approx 0.46$ rad. The orange profile ($theta approx 0.63$ rad, the sampled angle nearest to the source direction) peaks near $r approx 0.45$, consistent with the source distance. Profiles at angles pointing away from the source remain substantially lower throughout, and all profiles reconverge to zero as $r arrow 1$.","Two panels of radial profiles of the solution at eight equally spaced angles, plotted from the clamped boundary at radius one on the left to the origin on the right, all vanishing at the boundary. In the left panel, for a centred source, the eight curves collapse exactly onto one monotone curve peaking at the origin, confirming no artificial anisotropy. In the right panel, for the off-centre source at zero point four, zero point two, the curves fan apart; the profile nearest the source direction peaks near radius zero point four-five at the source distance, while profiles pointing away stay much lower, and all return to zero at the boundary."
"Chapter 12: Spectral Methods in Polar Coordinates","Figure","Fig. 12.9","fig12_9","figures/ch12/python/heat_disk_snapshots.pdf","Heat dissipation on a circular wafer with a localised laser source @eq-heat-source. Snapshots at six times show the temperature evolving from a cold start ($t = 0$) to steady state ($t = 20$). The hot spot develops near the source location $(0.3, 0)$ and gradually diffuses outward, constrained by the zero-temperature boundary.","Six color-mapped snapshots of the temperature field on a circular wafer at increasing times from a cold start at time zero to steady state at time twenty. A localised hot spot forms near the laser source at x equals zero point three on the horizontal axis and grows and spreads outward through diffusion, with temperature held at zero on the circular boundary that caps the spreading, until the distribution stabilises."
"Chapter 12: Spectral Methods in Polar Coordinates","Figure","Fig. 12.10","fig12_10","figures/ch12/python/heat_disk_energy.pdf","_Left_: maximum temperature as a function of time, showing the approach to steady state. _Right_: comparison of the Crank--Nicolson steady state (solid) with the direct Poisson solve $alpha Delta u = -S$ (dashed) at $theta = 0$. The two curves agree, confirming that the time-dependent solution has converged to the correct equilibrium.","Two panels for the heat problem. The left panel plots maximum wafer temperature against time, rising quickly then leveling off as the solution approaches steady state. The right panel overlays the radial temperature profile at angle zero from the Crank-Nicolson steady state, drawn solid, against the direct steady Poisson solve, drawn dashed; the two curves coincide, confirming the time-marched solution reaches the correct equilibrium."
"Chapter 12: Spectral Methods in Polar Coordinates","Table","Table 12.1","tbl12_1","live text table (no image file)","Summary of computational études in this chapter.","Summary table listing the five computational etudes of the chapter, giving for each its problem (grid geometry, eigenproblem, degenerate eigenspace, Poisson, and heat equation), the key technique, and the numerical method used."
"Chapter 13: Advanced Boundary Conditions for Spectral Methods","Figure","Fig. 13.1","fig13_1","figures/ch13/python/inhom_lifting.pdf","Inhomogeneous Poisson equation @eq-inhom-poisson solved by lifting. _Left_: the numerical solution (circles) agrees with the reference solution for $N = 16$. _Right_: the maximum error decreases exponentially with $N$, reaching machine precision by $N approx 20$.","Two side-by-side panels for the inhomogeneous Poisson problem solved by the lifting technique. The left panel plots the solution u against x on the interval minus one to one, with open circles for the spectral result lying on top of a solid reference curve for N equal to sixteen, the solution rising from zero at the left to one at the right. The right panel is a semilog plot of maximum error against N, the points falling along a straight line that descends to about machine precision, ten to the power minus sixteen, near N equal to twenty, confirming geometric spectral convergence."
"Chapter 13: Advanced Boundary Conditions for Spectral Methods","Figure","Fig. 13.2","fig13_2","figures/ch13/python/helmholtz_robin.pdf","Helmholtz equation @eq-helmholtz-robin with Robin boundary condition @eq-helmholtz-robin-bc for $k = 2$ and $N = 32$. _Left_: solutions for $alpha = 0$ (Neumann), $alpha = 1$, $alpha = 5$, and $alpha = 20$. As $alpha$ increases, the solution is progressively suppressed at $x = -1$. _Right_: spectral convergence of the maximum error for $alpha = 5$.","Two panels for the Helmholtz equation with a Robin left boundary at wavenumber k equal to two and N equal to thirty-two. The left panel plots solution u against x for four values of the Robin parameter alpha equal to zero (Neumann), one, five, and twenty; as alpha increases the curves are progressively pulled down toward zero at the left endpoint x equal to minus one, showing the smooth transition from Neumann toward Dirichlet behaviour. The right panel is a semilog plot of maximum error versus N for alpha equal to five, the points dropping in a straight line to near machine precision, the signature of spectral convergence."
"Chapter 13: Advanced Boundary Conditions for Spectral Methods","Figure","Fig. 13.3","fig13_3","figures/ch13/python/robin_conditioning.pdf","Condition number of the discrete Helmholtz operator with Robin boundary condition as a function of $alpha$ for $N = 16$, $32$, and $64$. The condition number is moderate for all practical values of $alpha$ and grows polynomially with $N$, as expected for spectral differentiation matrices.","Semilog plot of the condition number of the discrete Robin Helmholtz operator against the Robin parameter alpha, with three curves for N equal to sixteen, thirty-two, and sixty-four. Each curve stays at a moderate level across the full range of alpha, with the larger N giving uniformly larger condition numbers, illustrating that conditioning grows only polynomially with N and depends only mildly on alpha, so the tau row-replacement approach remains numerically robust."
"Chapter 13: Advanced Boundary Conditions for Spectral Methods","Figure","Fig. 13.4","fig13_4","figures/ch13/python/allen_cahn_fixed.pdf","Allen--Cahn equation @eq-allen-cahn-bc with fixed Dirichlet conditions $u(plus.minus 1) = plus.minus 1$ and $epsilon = 0.01$. The space-time plot shows three initial transition layers that persist for a long time (metastability) before two interfaces suddenly annihilate near $t approx 45$, leaving only the single central interface required by the boundary data.","Space-time color map of the Allen-Cahn solution with fixed Dirichlet boundaries at minus one and plus one and small parameter epsilon equal to zero point zero one, with horizontal axis position x and vertical axis time. Three nearly vertical transition layers separating the plus and minus phases appear at the start and persist almost unchanged for a long interval, the metastable regime, until near time forty-five two of the interfaces abruptly merge and annihilate, leaving a single central interface fixed by the boundary data."
